id_theme;sous_matiere_app;theme;nb_questions_associees;sessions;types_questions;score_priorite_provisoire;niveau_priorite;resume;points_cles;pieges;statut
THEME_VIRO_VHD_DELTA_2023_S2;Virologie;Virus de l’hépatite D;3;S2;"DP;QCM;QROC";96;Ultra prioritaire;Le DP insiste sur le VHD : recherche systématique chez porteur chronique Ag HBs, dépendance à l’Ag HBs, transmission sanguine et protection indirecte par vaccin VHB.;"VHD; virus delta; Ag HBs; VHB chronique; transmission sanguine; évolution défavorable; vaccin VHB protège indirectement VHD";"Oublier de rechercher VHD; dire que VHD dépend du VHC; oublier protection indirecte par vaccin VHB";Non vu
THEME_BACT_IU_MASCULINE_2023_S2;Bactériologie;Infection urinaire masculine fébrile;2;S2;"DP;QCM";94;Ultra prioritaire;Début du DP sur infection urinaire masculine fébrile : ECBU, hémocultures et règles d’interprétation de l’ECBU.;"Infection urinaire masculine; fièvre; ECBU; hémocultures; deuxième jet; Gram; antibiogramme 48h; leucocyturie";"Traiter comme cystite simple; faire seulement BU; croire ECBU à jeun";Non vu
THEME_BACT_HEMOCULTURES_2023_S2;Bactériologie;Hémocultures et prélèvement;2;S2;"DP;QCM";94;Ultra prioritaire;DP très utile sur hémocultures : nombre de flacons, volume, Gram du flacon positif, faible concentration bactérienne et hygiène du prélèvement.;"Hémocultures; flacons aérobies/anaérobies; 10 mL par flacon; Gram flacon positif; faible concentration bactérienne; gants; nettoyage peau souillée; antisepsie";"Faire Gram directement sur sang; recapuchonner aiguille; négliger le volume";Non vu
THEME_BACT_ENDOCARDITE_ENTEROCOQUE_2023_S2;Bactériologie;Endocardite infectieuse à Enterococcus faecalis;5;S2;"DP;QCM;QROC;QRU";98;Ultra prioritaire;Cœur du DP : endocardite avec AVC, hémocultures positives, cocci Gram positif en diplocoques/chaînettes, E. faecalis, porte digestive, traitement et prévention secondaire.;"Endocardite; AVC; hémocultures positives; cocci Gram positif; diplocoques; chaînettes; Streptococcus gallolyticus; streptocoques oraux; Enterococcus faecalis; porte urinaire; porte digestive; antibiothérapie parentérale; prolongée; forte posologie; antibioprophylaxie secondaire; récidive";"Confondre chaînettes avec amas; oublier porte digestive; dire traitement bactériostatique; oublier antibioprophylaxie après antécédent d’endocardite";Non vu
THEME_NOSO_BHRE_CARBAPENEMASE_2023_S2;Transversal-Nosocomial;BHRe et entérobactéries productrices de carbapénèmase;1;S2;"DP;QCM";94;Ultra prioritaire;Fin du DP sur colonisation digestive à E. coli producteur de carbapénèmase : BHRe et mesures d’hygiène hospitalière.;"E. coli producteur carbapénèmase; BHRe; colonisation digestive; chambre individuelle; tablier plastique; précautions contact; écouvillon rectal";"Mettre masque chirurgical; confondre transmission digestive/contact avec respiratoire";Non vu
THEME_PARA_VOYAGE_TROPICAL_2023_S2;Parasitologie-Mycologie;Voyage tropical et prévention;2;S2;"DP;QCM";92;Ultra prioritaire;Début du DP : conseils avant mission humanitaire au Bénin, prévention alimentaire, animale, eau douce et paludisme.;"Bénin; hygiène aliments/boissons; eau douce stagnante; animaux; prophylaxie antipaludéenne; moustiquaire; insectifuge; atovaquone-proguanil";"Confondre prévention paludisme et prévention anguillulose; proposer rappel amaril inutile si vaccin à jour";Non vu
THEME_PARA_PALUDISME_2023_S2;Parasitologie-Mycologie;Paludisme diagnostic prévention traitement;9;S2;"DP;QCM;QROC;QRU";98;Ultra prioritaire;DP majoritairement consacré au paludisme : prévention, espèces humaines, diagnostic urgent, gravité clinique/biologique, traitement simple/grave et prophylaxie future.;"Plasmodium; P. falciparum; P. vivax; P. ovale; P. malariae; P. knowlesi; frottis sanguin; goutte épaisse; fièvre retour zone endémie; convulsions; hémorragie; ictère; hyperlactatémie; PaO2; créatininémie; artésunate IV; artéméther-luméfantrine; arténimol-pipéraquine; observance chimioprophylaxie";"Oublier le paludisme devant diarrhée fébrile; confondre Aedes et Anopheles; mettre hyperéosinophilie comme gravité; croire qu’un accès palustre immunise";Non vu
THEME_PARA_AMIBIASE_HEPATIQUE_2023_S2;Parasitologie-Mycologie;Amibiase hépatique;4;S2;"DP;QCM;QROC;QRU";95;Ultra prioritaire;Fin du DP sur suspicion d’abcès amibien du foie : diagnostic, agent, traitement et transmission.;"Entamoeba histolytica; abcès amibien foie; échographie hépatique; sérologie amibienne; PCR liquide ponction; métronidazole; Flagyl; nitro-imidazolés; eau/aliments souillés; péril fécal";"Confondre avec Entamoeba dispar; utiliser frottis sanguin; confondre transmission féco-orale et vectorielle/transcutanée";Non vu
THEME_PARA_CRITERES_GRAVITE_PALUDISME_2023_S2;Parasitologie-Mycologie;Critères de gravité du paludisme;2;S2;"DP;QCM";96;Ultra prioritaire;Deux questions ciblent les critères cliniques et biologiques de gravité du paludisme.;"Convulsions; hémorragie; ictère; hyperlactatémie >5 mmol/L; PaO2 <60 mmHg; créatininémie >265 µmol/L";"Confondre diarrhée ou thrombopénie isolée avec critères retenus dans la correction; mettre hyperéosinophilie";Non vu
THEME_BACT_MENINGOCOQUE_2023_S2;Bactériologie;Neisseria meningitidis;1;S2;"DL;QCM";92;Ultra prioritaire;Question complète sur méningocoque : déclaration, prophylaxie des contacts, diplocoque Gram négatif et vaccins.;"Neisseria meningitidis; méningocoque; déclaration obligatoire; rifampicine contacts; diplocoque Gram négatif; grain de café; vaccin A C Y W";"Bien gérer les items entre parenthèses de la correction; ne pas confondre avec pneumocoque";Non vu
THEME_BACT_ORL_PNEUMO_HI_2023_S2;Bactériologie;ORL pneumocoque Haemophilus pneumopathie;3;S2;"DL;QCM";92;Ultra prioritaire;DL2 teste OMA, pneumopathie à pneumocoque et résistance du pneumocoque à la pénicilline.;"Otite moyenne aiguë; Streptococcus pneumoniae; Haemophilus influenzae; hémocultures; antigénurie pneumocoque; PLP; alpha-hémolytique";"Confondre pneumocoque avec SARM/PLP2A; utiliser Western blot/sérologie";Non vu
THEME_BACT_BU_ECBU_GRAVIDITE_2023_S2;Bactériologie;Bandelette urinaire ECBU grossesse;2;S2;"DL;QCM";90;Ultra prioritaire;Questions sur bandelette urinaire et infection urinaire gravidique.;"Nitrites; nitrate réductase; leucocyte estérase; grossesse; IU à risque complication; ECBU";"Croire que la BU détecte antigènes bactériens; diagnostiquer IU gravidique sans ECBU";Non vu
THEME_BACT_STRUCTURE_DIAGNOSTIC_2023_S2;Bactériologie;Structure bactérienne et diagnostic direct;2;S2;"DL;QCM";86;Très haute;Questions générales sur bactéries et diagnostic : chromosome, PLP, procaryotes, examen direct et leucocytes.;"Chromosome circulaire; procaryote; PLP; peptidoglycane; examen direct; leucocytes; culture quantitative";"Confondre antigène O et peptidoglycane; dire que le Gram visualise toutes bactéries";Non vu
THEME_BACT_STAPH_COAG_NEG_2023_S2;Bactériologie;Staphylocoques à coagulase négative;1;S2;"DL;QCM";84;Haute;Question sur S. saprophyticus, infections sur matériel et microbiote cutané.;"Staphylococcus saprophyticus; infections urinaires communautaires; cathéter; prothèse; microbiote cutané; SCN";Croire qu’on distingue SCN et S. aureus au microscope seul;Non vu
THEME_BACT_MENINGITES_AMOX_2023_S2;Bactériologie;Méningites et sensibilité à l’amoxicilline;1;S2;"DL;QCM";86;Très haute;Question sur espèces responsables de méningites retenues comme sensibles à l’amoxicilline.;"Listeria monocytogenes; Streptococcus agalactiae; amoxicilline; méningite";Croire que pneumocoque ou méningocoque sont toujours sensibles;Non vu
THEME_BACT_COPROCULTURE_TIAC_2023_S2;Bactériologie;Coproculture et TIAC Salmonella;2;S2;"DL;QCM";88;Très haute;Questions sur agents recherchés en coproculture standard et TIAC à Salmonella.;"Campylobacter; Salmonella; coproculture standard; TIAC; diarrhée >12h; fièvre; déclaration ARS";"Confondre Salmonella avec intoxication toxinique très rapide; croire C. difficile recherché systématiquement";Non vu
THEME_BACT_BLSE_BHRE_2023_S2;Bactériologie;BLSE et BHRe;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur entérobactéries BLSE et BHRe productrices de carbapénémase.;"BLSE; acide clavulanique; C3G; BMR; carbapénémase; E. coli; BHRe";"Confondre BLSE et carbapénémase; croire BLSE résistantes par définition aux carbapénèmes";Non vu
THEME_NOSO_GANTS_FFP2_2023_S2;Transversal-Nosocomial;Gants et FFP2;2;S2;"DL;QCM";92;Ultra prioritaire;Questions d’hygiène sur port de gants et FFP2 selon situations.;"Gants; plaie; muqueuse; C. difficile; gale; FFP2; rougeole; tuberculose; geste aérosolisant; COVID-19";"Confondre précautions contact, gouttelettes et Air; porter FFP2 pour toute infection respiratoire";Non vu
THEME_BACT_CHLAMYDIA_2023_S2;Bactériologie;Chlamydia trachomatis;1;S2;"DL;QCM";86;Très haute;Question sur Chlamydia trachomatis : urétrite et intracellulaire strict.;"Chlamydia trachomatis; urétrite; intracellulaire strict; IST";La décrire comme cocci Gram positif ou culture classique;Non vu
THEME_BACT_CONTAMINATION_HEMOCULTURE_2023_S2;Bactériologie;Hémoculture contaminée et Corynebacterium;1;S2;"DL;QCM";84;Haute;Question sur bacilles Gram positif après délai de croissance prolongé, en faveur d’une contamination.;"Bacilles Gram positif; Corynebacterium; hémoculture; contamination; délai 72h";"Évoquer Klebsiella malgré Gram positif; modifier trop vite vers vancomycine";Non vu
THEME_BACT_STREPTO_AGALACTIAE_2023_S2;Bactériologie;Streptococcus agalactiae grossesse;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur infection materno-fœtale à streptocoque B, dépistage et antibioprophylaxie per-partum.;"Streptococcus agalactiae; portage vaginal; grossesse; antibioprophylaxie per-partum; amoxicilline; PCR salle de travail";"Attention au calendrier de dépistage; item D ambigu dans correction";Non vu
THEME_BACT_TUBERCULOSE_DIAG_2023_S2;Bactériologie;Diagnostic bactériologique de tuberculose;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur culture lente, BAAR, tubages gastriques et PCR de résistance.;"Tuberculose; cultures solides; BAAR; tubages gastriques; PCR; résistance antituberculeux";"Éliminer tuberculose si BAAR négatif; dire bacilles tuberculeux Gram négatif";Non vu
THEME_BACT_ANAEROBIES_2023_S2;Bactériologie;Anaérobies strictes;1;S2;"DL;QCM";88;Très haute;Question sur anaérobies strictes, Clostridium, microbiote intestinal et métronidazole.;"Anaérobies strictes; oxygène; Clostridium; microbiote intestinal; métronidazole; aminosides inactifs";Traiter anaérobies par aminosides;Non vu
THEME_BACT_STREPTOCOQUES_2023_S2;Bactériologie;Streptocoques et Lancefield;1;S2;"DL;QCM";88;Très haute;Question sur caractères des streptocoques : chaînettes, Lancefield et métabolisme.;"Streptocoques; chaînettes; diplocoques; Lancefield; bêta-hémolytiques; aminosides";Confondre avec staphylocoques en amas;Non vu
THEME_PARA_PNEUMOCYSTIS_HISTOPLASMA_2023_S2;Parasitologie-Mycologie;Pneumocystis et Histoplasma;2;S2;QCM;86;Très haute;Questions sur Pneumocystis jirovecii et Histoplasma capsulatum.;"Pneumocystis jirovecii; spécifique homme; cosmopolite; voie respiratoire; Histoplasma capsulatum; dimorphique; opportuniste; réactivation tardive";"Confondre Pneumocystis avec fientes de pigeons; oublier le caractère dimorphique d’Histoplasma";Non vu
THEME_PARA_EPS_PROTOZOAIRES_2023_S2;Parasitologie-Mycologie;EPS et protozoaires;2;S2;QCM;88;Très haute;Questions sur parasites diagnostiqués par examen parasitologique des selles et classification des protozoaires.;"EPS; Taenia saginata; Ascaris lumbricoides; Giardia intestinalis; Leishmania; Toxoplasma; Plasmodium; protozoaires";"Classer Taenia comme protozoaire; demander EPS pour toxoplasmose";Non vu
THEME_PARA_DERMATOPHYTES_MALASSEZIA_2023_S2;Parasitologie-Mycologie;Dermatophytes et Malassezia;2;S2;"QCM;QRU";90;Ultra prioritaire;Questions sur dermatophytes et pityriasis versicolor à Malassezia.;"Dermatophytes; croissance lente; kératinophiles; transmission interhumaine; pityriasis versicolor; Malassezia; scotch-test; levures en amas; filaments courts";"Dire dermatophytes uniquement anthropophiles; confondre Malassezia avec dermatophytose ou candidose";Non vu
THEME_PARA_TOXOPLASMOSE_CRYPTO_2023_S2;Parasitologie-Mycologie;Toxoplasmose congénitale et cryptosporidiose;2;S2;QCM;94;Ultra prioritaire;Questions sur conséquences de la toxoplasmose materno-fœtale et cryptosporidiose.;"Toxoplasmose congénitale; embryo-fœtopathie; lésions oculaires; lésions cérébrales; mort fœtale; cryptosporidiose; diarrhée; eau contaminée; bovins; zoonose";"Oublier les formes asymptomatiques; associer cryptosporidiose à hyperéosinophilie";Non vu
THEME_PARA_ECTOPARASITOSES_2023_S2;Parasitologie-Mycologie;Ectoparasitoses pédiculose phtiriose;2;S2;QCM;84;Haute;Questions sur ectoparasitoses, poux de corps et Phtirius pubis.;"Pédiculoses; insectes hématophages; poux de corps; infections bactériennes; phtiriose; Phtirius pubis; poils pubiens; transmission sexuelle";"Associer pédiculose de tête uniquement à précarité; confondre Phtirius pubis avec acarien ou pou de tête";Non vu
THEME_PARA_MUCORALES_MUCORMYCOSE_2023_S2;Parasitologie-Mycologie;Mucorales et mucormycose;2;S2;"QCM;QRU";94;Ultra prioritaire;Questions sur Mucorales et mucormycose rhino-sinusienne du diabétique.;"Mucorales; fluconazole résistance naturelle; environnement; champignons filamenteux; mucormycose; diabète; nécrose palais; filaments non septés; ramifications 90°";"Confondre Mucorales avec levures; confondre mucormycose avec aspergillose";Non vu
THEME_PARA_ASPERGILLOSE_CHRONIQUE_ASPERGILLOME_2023_S2;Parasitologie-Mycologie;Aspergillose pulmonaire chronique et aspergillome;2;S2;QCM;90;Ultra prioritaire;Questions sur terrains favorisant l’aspergillose pulmonaire chronique et diagnostic d’aspergillome.;"Aspergillose pulmonaire chronique; lobectomie; tuberculose; mucoviscidose; bronchiectasies; aspergillome; anticorps anti-Aspergillus; culture respiratoire";"Confondre aspergillose chronique avec aspergillose invasive du neutropénique; utiliser galactomannane comme test central d’aspergillome";Non vu
THEME_PARA_CANDIDA_2023_S2;Parasitologie-Mycologie;Candida albicans et candidoses superficielles;2;S2;QCM;92;Ultra prioritaire;Questions sur Candida albicans et infections superficielles à Candida.;"Candida albicans; commensal muqueuses; MALDI-TOF; opportuniste; espèce fréquente; onychomycose mains; vaginite; intertrigo grands plis";"Dire Candida non cultivable; confondre Candida avec Malassezia ou dermatophytes";Non vu
THEME_PARA_CRYPTOCOCCOSE_2023_S2;Parasitologie-Mycologie;Cryptococcose neuro-méningée;1;S2;QCM;90;Ultra prioritaire;Question sur les outils diagnostiques de cryptococcose neuro-méningée.;"Cryptococcose; LCR; culture; antigène capsulaire LCR; antigène capsulaire sérique; encre de Chine";Chercher anticorps sériques anti-cryptocoque;Non vu
THEME_PARA_HELMINTHES_EOSINOPHILIE_2023_S2;Parasitologie-Mycologie;Hyperéosinophilie parasitaire;1;S2;QCM;88;Très haute;Question sur les sérologies à demander devant hyperéosinophilie.;"Hyperéosinophilie; toxocarose; schistosomose; trichinellose; sérologie parasitaire";Demander leishmaniose ou amibiase en première intention pour hyperéosinophilie;Non vu
THEME_VIRO_HEPATITES_2023_S2_QCM;Virologie;Hépatites virales A B C;4;S2;QCM;96;Ultra prioritaire;QCM virologie très centré sur les hépatites : VHC, VHA, VHB/VHC chroniques, dépistage et vaccination.;"VHC; sérologie VHC; transmission sang; chronicité; pas vaccin VHC; VHA; féco-orale; IgM anti-VHA; vaccin VHA; VHB chronique";"Confondre VHC avec VHE alimentaire; attribuer chronicité au VHA; oublier vaccin VHA";Non vu
THEME_VIRO_BASES_DIAGNOSTIC_2023_S2;Virologie;Bases de virologie diagnostic et structure;3;S2;QCM;88;Très haute;Questions générales sur culture virale, PCR, diagnostic indirect et structure des particules virales.;"PCR; génome viral; diagnostic indirect; virus non cultivables; capside; enveloppe; LPS; pili; plasmide";"Confondre diagnostic indirect et preuve directe; confondre structure virale et bactérienne";Non vu
THEME_VIRO_HERPES_EBV_CMV_2023_S2;Virologie;Herpesviridae EBV CMV et mononucléose;2;S2;"QCM;QRU";92;Ultra prioritaire;Questions sur Herpesviridae et confirmation de mononucléose infectieuse.;"EBV; CMV; Herpesviridae; anti-VCA IgG/IgM; anti-EBNA; mononucléose infectieuse";"Confondre EBV/CMV avec Zika, adénovirus ou norovirus; utiliser PCR nasopharyngée";Non vu
