id;annee;session;source_pdf;bloc_annale;sous_matiere_app;type;numero_question;theme;sous_theme;question_resume;propositions_resume;reponse;correction_source;explication_courte;piege;priorite_provisoire;statut
QCM_2022_S1_VIRO_DL2_014;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QCM;14;Biocides;Virucide antisepsie désinfection;QCM sur les biocides et leur action sur les particules virales.;A induisent perte pouvoir infectieux | B pas tous actifs sur virus nus | C dispensent règles d’hygiène | D utilisés comme antiseptiques peau/muqueuses | E agissent par contact sur peau muqueuses matériel locaux;ABDE;correction_pdf;Les biocides peuvent inactiver les particules virales, ne sont pas tous actifs sur les virus nus, peuvent être utilisés en antisepsie/désinfection et agissent par contact.;Croire que les biocides remplacent les règles d’hygiène élémentaires.;Haute;Non vu
QCM_2022_S1_VIRO_DL2_015;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QCM;15;Diagnostic virologique;Culture et microscopie électronique;QCM général sur stabilité des virus, diagnostic indirect, culture et microscopie électronique.;A virus enveloppés très stables environnement | B toute infection virale symptomatique | C diagnostic indirect prouve virus infectieux dans échantillon | D certains virus non cultivables | E microscopie électronique visualise particules virales;DE;correction_pdf;Certains virus ne sont pas cultivables, et la microscopie électronique permet de visualiser des particules virales.;Confondre diagnostic indirect avec preuve directe de présence du virus infectieux.;Haute;Non vu
QCM_2022_S1_VIRO_DL2_016;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QCM;16;HSV;Encéphalite persistance culture;QCM sur les virus herpes simplex.;A peuvent être responsables d’encéphalites | B responsables de gastroentérites | C responsables d’infections persistantes | D transmis féco-orale | E isolables en culture cellulaire;ACE;correction_pdf;Les HSV peuvent provoquer des encéphalites, établir des infections persistantes/latentes et être isolés en culture cellulaire.;Confondre HSV avec virus digestifs transmis par voie féco-orale.;Très haute;Non vu
QCM_2022_S1_VIRO_DL2_017;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QCM;17;VZV;Varicelle zona vaccin;QCM sur le virus de la varicelle.;A famille Herpesviridae | B réactivation clinique = zona | C sensible amoxicilline | D transmission féco-orale | E vaccin disponible;ABE;correction_pdf;Le VZV est un Herpesviridae, sa réactivation donne le zona, et il existe un vaccin.;Confondre antiviral et antibiotique : la varicelle n’est pas sensible à l’amoxicilline.;Très haute;Non vu
QCM_2022_S1_VIRO_DL2_018;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QCM;18;Rotavirus;Gastro-entérite enfant diagnostic selles;QCM sur les infections à rotavirus.;A transmission principalement aérienne | B fréquentes chez l’enfant | C épidémies dans les collectivités | D graves nourrisson et personnes âgées | E diagnostic par recherche acides nucléiques dans les selles;BCDE;correction_pdf;Les rotavirus sont fréquents chez l’enfant, peuvent provoquer des épidémies en collectivité, être graves chez le nourrisson ou les personnes âgées, et être diagnostiqués par recherche d’acides nucléiques dans les selles.;Confondre rotavirus avec un virus respiratoire à transmission aérienne.;Haute;Non vu
QCM_2022_S1_VIRO_DL2_019;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QCM;19;VIH transmission materno-fœtale;Nouveau-né et diagnostic moléculaire;QCM sur la transmission materno-fœtale du VIH.;A transmission in utero possible | B transmission accouchement possible | C transmission allaitement possible | D anticorps naissance permettent diagnostic infection enfant | E diagnostic/suivi enfant par ARN VIH plasmatique et/ou ADN VIH cellulaire;ABCE;correction_pdf;"Le VIH peut être transmis in utero, à l’accouchement ou lors de l’allaitement ; chez le nouveau-né, le diagnostic repose sur des tests moléculaires, pas sur les anticorps maternels.";Utiliser les anticorps anti-VIH du nouveau-né pour conclure à son infection.;Très haute;Non vu
QCM_2022_S1_VIRO_DL2_020;2021-2022;S1;infectio 21-22 ses 1.pdf;DL2;Virologie;QRU;20;Hépatite B aiguë;IgM anti-HBc;QRU sur le profil observé lors d’une hépatite B aiguë.;A anti-HBc + anti-HBe | B anti-HBc + anti-HBs | C anti-HBc IgM | D anti-HBc + absence anti-HBs | E anti-HBs + absence anti-HBe;C;correction_pdf;La présence d’anticorps anti-HBc de type IgM est caractéristique d’une infection récente/aiguë par le VHB.;Confondre infection aiguë, infection ancienne et immunisation vaccinale.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_001;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;1;Candida spp;Levures et bourgeonnement;QCM sur les caractéristiques générales des Candida spp.;A levures | B champignons filamenteux | C dermatophytes | D reproduction par bourgeonnement | E toujours pathogènes;AD;correction_pdf;"Les Candida spp. sont des levures et se reproduisent par bourgeonnement ; ils ne sont pas toujours pathogènes.";Confondre Candida avec dermatophytes ou champignons filamenteux.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_002;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;2;Fièvre parasitaire;Principales parasitoses fébriles;QCM sur les infections parasitaires responsables de fièvre.;A toxoplasmose | B oxyurose | C leishmaniose viscérale | D paludisme | E amoebose viscérale;ACDE;correction_pdf;"La fièvre peut être observée dans toxoplasmose, leishmaniose viscérale, paludisme et amibiase viscérale ; l’oxyurose est surtout prurit anal.";Ne pas mettre oxyurose comme cause typique de fièvre.;Haute;Non vu
QCM_2022_S1_PARA_DL3_003;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;3;Entamoeba histolytica;Transmission et forme hépatique;QCM sur Entamoeba histolytica : transmission, diarrhée, abcès hépatique et fièvre.;A transmission péril fécal | B aussi appelée Entamoeba dispar | C diarrhée aqueuse fébrile | D abcès hépatique avec hyperéosinophilie | E forme hépatique fébrile;AE;correction_pdf;Entamoeba histolytica se transmet par péril fécal et la forme hépatique peut donner de la fièvre.;"Ne pas confondre Entamoeba histolytica pathogène et Entamoeba dispar non pathogène ; l’hyperéosinophilie n’est pas attendue.";Haute;Non vu
QCM_2022_S1_PARA_DL3_004;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;4;Cryptococcus neoformans;Capsule antigène inhalation encre de Chine;QCM sur Cryptococcus neoformans.;A uniquement atteinte cérébrale | B capsule polysaccharidique | C antigène détectable dans sérum | D contamination par inhalation | E encre de Chine au microscope;BCDE;correction_pdf;Cryptococcus neoformans est une levure capsulée, acquise par inhalation, identifiable par antigène cryptococcique et parfois encre de Chine.;Ne pas réduire Cryptococcus à une atteinte uniquement cérébrale.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_005;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;5;Dermatophytose cutanée;Diagnostic par squames;QCM sur les arguments permettant de confirmer une dermatophytose cutanée annulaire.;A examen dermatoscope | B prélèvement centre lésion | C examen direct squames peau | D culture squames peau | E interrogatoire animaux compagnie;CDE;correction_pdf;"La confirmation repose sur l’examen direct et la culture de squames ; l’interrogatoire sur animaux peut orienter l’épidémiologie.";"Ne pas prélever uniquement le centre clair ; le prélèvement se fait plutôt en bordure active.";Très haute;Non vu
QCM_2022_S1_PARA_DL3_006;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;6;Hyperéosinophilie;Parasitoses helminthiques;QCM sur les infections parasitaires pouvant se manifester par une hyperéosinophilie.;A giardiose | B anguillulose | C toxoplasmose | D schistosomose | E toxocarose;BDE;correction_pdf;L’hyperéosinophilie est typiquement associée aux helminthoses comme anguillulose, schistosomose et toxocarose.;Ne pas associer systématiquement protozooses et hyperéosinophilie.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_007;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;7;Gale;Sarcoptes prurit nocturne traitement contacts;QCM sur la gale.;A parasitose tropicale | B Sarcoptes scabiei | C prurit nocturne | D lésions interdigitées et poignets | E traitement malade et contacts;BCDE;correction_pdf;La gale est due à Sarcoptes scabiei, provoque un prurit nocturne, touche souvent espaces interdigitaux/poignets et impose de traiter le patient et les contacts.;Ne pas la considérer comme uniquement tropicale.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_008;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;8;Oxyurose;Transmission et scotch-test anal;QCM sur l’oxyurose.;A contamination interhumaine fréquente | B viande non cuite | C prurit anal nocturne | D ingestion œufs embryonnés via mains/aliments/objets | E œufs recherchés marge anale;ACDE;correction_pdf;"L’oxyurose se transmet facilement entre humains par ingestion d’œufs embryonnés et donne un prurit anal nocturne ; les œufs sont recherchés sur la marge anale.";Confondre oxyurose avec parasitoses transmises par viande.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_009;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;9;Anguillulose;Strongyloides stercoralis tropical hyperéosinophilie;QCM sur l’anguillulose.;A Strongyloides stercoralis | B nématode tropical | C interrogatoire séjours endémie | D hyperéosinophilie | E traitement fluconazole;ABCD;correction_pdf;"L’anguillulose est due à Strongyloides stercoralis, nématode surtout tropical ; l’interrogatoire de séjour et l’hyperéosinophilie sont importants.";Ne pas traiter par fluconazole, qui est un antifongique.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_010;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;10;Candidémie;Facteurs de risque;QCM sur les facteurs de risque de candidémie.;A cathéters intraveineux | B antibiothérapie large spectre | C neutropénie | D VIH | E diabète;ABC;correction_pdf;Les facteurs majeurs retenus ici sont cathéters intraveineux, antibiothérapie large spectre et neutropénie.;Ne pas élargir trop systématiquement à VIH/diabète dans cette question.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_011;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;11;Candida superficiel;Vaginite intertrigo atteinte oro-pharyngée;QCM sur les infections superficielles fréquemment induites par Candida spp.;A vaginite | B intertrigo | C teigne cuir chevelu | D pityriasis versicolor | E atteinte oro-pharyngée;ABE;correction_pdf;Candida provoque fréquemment vaginite, intertrigo et atteinte oro-pharyngée.;Ne pas confondre Candida avec dermatophytes de teigne ou Malassezia du pityriasis versicolor.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_012;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;12;Pneumocystis jirovecii;Épidémiologie;QCM sur les caractéristiques épidémiologiques de Pneumocystis jirovecii.;A cosmopolite | B uniquement zone tropicale | C réservoir animal | D spécifique de l’homme | E fientes de pigeons;AD;correction_pdf;Pneumocystis jirovecii est cosmopolite et spécifique de l’homme.;Ne pas confondre avec Cryptococcus lié aux fientes d’oiseaux/pigeons.;Haute;Non vu
QCM_2022_S1_PARA_DL3_013;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;13;Toxoplasmose congénitale;Prévention femme enceinte séronégative;QCM sur les conseils utiles à une femme enceinte séronégative pour prévenir la toxoplasmose congénitale.;A viandes bien cuites | B vacciner chat | C laver légumes/fruits | D éviter fermes animaux élevage | E éviter laitage frais;AC;correction_pdf;La prévention de la toxoplasmose repose notamment sur la cuisson suffisante des viandes et le lavage des fruits/légumes.;Ne pas proposer une vaccination du chat : elle n’existe pas en pratique pour cette prévention.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_014;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;14;Toxoplasmose;Formes contaminantes;QCM sur les formes parasitaires contaminantes de la toxoplasmose.;A oocyste | B kyste | C œuf | D larve | E adulte;AB;correction_pdf;Les formes contaminantes de Toxoplasma gondii sont les oocystes et les kystes tissulaires.;Ne pas employer les termes œuf/larve/adulte, qui ne correspondent pas au cycle de Toxoplasma.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_015;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QCM;15;Giardia intestinalis;Péril fécal diarrhée malabsorption;QCM sur Giardia intestinalis.;A transmission par péril fécal | B parasite pluricellulaire | C diarrhées fébriles glairo-sanglantes | D hyperéosinophilie | E forme hépatique possible;A;correction_pdf;"Giardia intestinalis se transmet par péril fécal ; c’est un protozoaire, plutôt responsable de diarrhée/malabsorption non glairo-sanglante fébrile.";Ne pas confondre giardiase avec amibiase invasive ou helminthose à hyperéosinophilie.;Haute;Non vu
QCM_2022_S1_PARA_DL3_016;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QRU;16;Amibiase intestinale aiguë;Trophozoïtes hématophages;QRU sur la forme parasitaire responsable des diarrhées glairo-sanglantes de l’amibiase intestinale aiguë.;A kystes | B trophozoïtes hématophages | C promastigotes | D schizontes | E larves;B;correction_pdf;Les trophozoïtes hématophages d’Entamoeba histolytica sont responsables de l’atteinte intestinale aiguë invasive.;Confondre forme de transmission kystique et forme invasive tissulaire.;Très haute;Non vu
QCM_2022_S1_PARA_DL3_017;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QRU;17;Aspergillus fumigatus;Espèce la plus fréquente;QRU sur l’espèce d’Aspergillus la plus fréquente en pathologie humaine.;A Aspergillus fumigatus | B Aspergillus flavus | C Aspergillus terreus | D Aspergillus niger | E Aspergillus nidulans;A;correction_pdf;Aspergillus fumigatus est l’espèce la plus fréquemment impliquée en pathologie humaine.;Ne pas mélanger les espèces d’Aspergillus.;Haute;Non vu
QCM_2022_S1_PARA_DL3_018;2021-2022;S1;infectio 21-22 ses 1.pdf;DL3;Parasitologie-Mycologie;QRU;18;Aspergillose invasive;Contamination aérienne;QRU sur l’origine habituelle d’une aspergillose invasive.;A infection cutanée | B voie aérienne | C voie sexuelle | D alimentaire | E piqûre insecte;B;correction_pdf;L’aspergillose invasive provient habituellement d’une contamination par voie aérienne, par inhalation de spores environnementales.;Confondre Aspergillus avec Candida, plus lié à flore endogène/cathéters.;Très haute;Non vu
QCM_2022_S2_PARA_DP_001;2021-2022;S2;infectio 21_22 ses 2.pdf;Sous-épreuve parasitologie - DP;Parasitologie-Mycologie;QCM;1;Candidémie;Infection fongique invasive en réanimation;QCM sur l’infection fongique invasive la plus probable chez un patient de réanimation après chirurgie digestive, sous antibiothérapie large spectre et porteur de cathéters.;A candidose | B histoplasmose | C pneumocystose | D cryptococcose | E aspergillose;A;correction_pdf;Dans ce contexte de réanimation, chirurgie digestive, antibiothérapie large spectre et cathéters, l’infection fongique invasive la plus probable est une candidose/candidémie.;Ne pas confondre candidémie de réanimation avec aspergillose, plutôt liée à inhalation et terrain d’immunodépression/neutropénie.;Très haute;Non vu
